S1223
1.00000     0.00000
0.99536     0.00386
0.98890     0.00979
0.98248     0.01517
0.97567     0.01985
0.96811     0.02410
0.95962     0.02818
0.95008     0.03228
0.93944     0.03646
0.92762     0.04074
0.91460     0.04509
0.90045     0.04950
0.88526     0.05393
0.86920     0.05834
0.85242     0.06269
0.83506     0.06694
0.81724     0.07109
0.79905     0.07512
0.78055     0.07903
0.76182     0.08282
0.74292     0.08647
0.72386     0.08999
0.70465     0.09339
0.68532     0.09667
0.66592     0.09982
0.64641     0.10285
0.62679     0.10577
0.60709     0.10858
0.58733     0.11129
0.56751     0.11388
0.54762     0.11638
0.52765     0.11878
0.50770     0.12109
0.48785     0.12329
0.46810     0.12536
0.44852     0.12730
0.42918     0.12908
0.41014     0.13068
0.39142     0.13208
0.37305     0.13325
0.35509     0.13417
0.33749     0.13482
0.32015     0.13519
0.30329     0.13532
0.28715     0.13514
0.27169     0.13461
0.25672     0.13370
0.24205     0.13238
0.22756     0.13066
0.21327     0.12856
0.19922     0.12609
0.18536     0.12321
0.17164     0.11995
0.15813     0.11634
0.14493     0.11241
0.13210     0.10817
0.11971     0.10368
0.10788     0.09899
0.09668     0.09412
0.08612     0.08912
0.07628     0.08406
0.06720     0.07900
0.05890     0.07399
0.05138     0.06908
0.04460     0.06429
0.03851     0.05965
0.03309     0.05520
0.02829     0.05093
0.02405     0.04681
0.02031     0.04283
0.01703     0.03897
0.01414     0.03522
0.01160     0.03158
0.00938     0.02807
0.00744     0.02469
0.00576     0.02143
0.00433     0.01828
0.00312     0.01524
0.00212     0.01229
0.00132     0.00945
0.00070     0.00673
0.00028     0.00411
0.00004     0.00159
-0.00001    -0.00086
0.00012    -0.00327
0.00045    -0.00565
0.00099    -0.00797
0.00186    -0.01007
0.00322    -0.01181
0.00511    -0.01313
0.00739    -0.01411
0.00993    -0.01479
0.01266    -0.01520
0.01565    -0.01543
0.01892    -0.01557
0.02251    -0.01571
0.02646    -0.01581
0.03080    -0.01584
0.03563    -0.01577
0.04109    -0.01557
0.04735    -0.01526
0.05459    -0.01483
0.06299    -0.01424
0.07269    -0.01345
0.08392    -0.01241
0.09679    -0.01108
0.11117    -0.00945
0.12662    -0.00752
0.14269    -0.00526
0.15937    -0.00260
0.17695     0.00049
0.19564     0.00399
0.21535     0.00775
0.23545     0.01157
0.25554     0.01536
0.27551     0.01906
0.29535     0.02264
0.31505     0.02610
0.33463     0.02941
0.35412     0.03258
0.37352     0.03560
0.39285     0.03846
0.41212     0.04116
0.43133     0.04370
0.45051     0.04608
0.46963     0.04828
0.48869     0.05031
0.50768     0.05215
0.52662     0.05381
0.54554     0.05528
0.56441     0.05656
0.58323     0.05765
0.60198     0.05854
0.62065     0.05923
0.63924     0.05971
0.65775     0.05998
0.67616     0.06003
0.69448     0.05986
0.71268     0.05946
0.73076     0.05883
0.74867     0.05797
0.76640     0.05687
0.78392     0.05552
0.80123     0.05393
0.81828     0.05208
0.83501     0.04997
0.85136     0.04762
0.86727     0.04503
0.88265     0.04220
0.89743     0.03916
0.91150     0.03592
0.92475     0.03252
0.93710     0.02898
0.94853     0.02530
0.95906     0.02145
0.96881     0.01739
0.97791     0.01305
0.98651     0.00837
0.99474     0.00340
1.00000     0.00000
